city,year,TMAX,TMIN,TAVG,TMAX_EXTREME,TMIN_EXTREME,PRCP_SUM
Miami,1971,28.30054794520548,21.053424657534247,24.676986301369865,35.6,1.7,1288.6
Miami,1972,27.907923497267756,20.907103825136613,24.407513661202184,32.8,5.6,1604.2
Miami,1973,27.845205479452055,21.117534246575342,24.481369863013697,32.8,3.9,1352.6
Miami,1974,28.631780821917808,21.724383561643833,25.17808219178082,33.9,6.7,1244.9
Miami,1975,28.422739726027395,21.5427397260274,24.982739726027397,33.9,5.6,993.3
Miami,1976,27.410655737704918,20.68087431693989,24.045765027322403,33.9,4.4,1420.8
Miami,1977,27.57452054794521,20.716712328767123,24.145616438356164,33.3,-0.6,1650.5
Miami,1978,27.543835616438358,20.805205479452052,24.174520547945207,33.3,3.9,1164.8
Miami,1979,27.737260273972602,20.88739726027397,24.312328767123287,34.4,4.4,1527.7
Miami,1980,28.07650273224044,20.615573770491803,24.34603825136612,35.0,0.0,1456.5
Miami,1981,28.63945205479452,19.92849315068493,24.283972602739723,36.7,0.0,1289.9
Miami,1982,29.04301369863014,21.53232876712329,25.287671232876715,35.6,0.6,1713.3999999999999
Miami,1983,28.267397260273974,19.9586301369863,24.113013698630137,36.7,0.6,1459.1
Miami,1984,28.09918032786885,19.80928961748634,23.954234972677597,35.6,6.7,1525.3
Miami,1985,28.55260273972603,19.68986301369863,24.12123287671233,36.7,-1.1,1429.7
Miami,1986,28.983287671232876,20.352054794520548,24.667671232876714,35.0,2.2,1680.4
Miami,1987,28.914246575342467,20.555068493150685,24.734657534246576,36.7,5.0,1277.5
Miami,1988,28.86530054644809,20.71502732240437,24.790163934426232,34.4,6.1,1132.9
Miami,1989,29.626027397260273,20.901095890410957,25.263561643835615,36.1,-1.1,1082.8
Miami,1990,29.624109589041094,21.650410958904107,25.6372602739726,36.7,9.4,1313.8
Miami,1991,29.369041095890413,21.59123287671233,25.48013698630137,35.0,5.0,1815.1
Miami,1992,28.938251366120216,21.016939890710383,24.9775956284153,36.1,7.8,1469.1
